--- ATOX DEGRADATION & THERMAL RECESSION SIMULATION ---
Final Status,PASS (Layer Survived)

--- SIMULATION PARAMETERS ---
Altitude [km],600
F10.7 Solar Index,150
Material Type,Kapton (3.0e-24)
Initial Thickness [mm],0.5
Initial Absorptivity,0.35
Emissivity,0.80

--- TELEMETRY DATA ---
Timeline [Years],Accumulated Fluence [atoms/cm2],Remaining Thickness [mm],Degraded Absorptivity,Equilibrium Temperature [C]
0.0,0.0,0.5,0.35,46.970348425545865
0.10101010101010101,1.5234018959755644e+20,0.49542979431207335,0.3644859713140995,50.23247024289367
0.20202020202020202,3.046803791951129e+20,0.4908595886241467,0.3775729868621129,53.096978884383304
0.30303030303030304,4.570205687926694e+20,0.48628938293622,0.38939614819802165,55.62151480128256
0.40404040404040403,6.093607583902258e+20,0.4817191772482932,0.40007750969423744,57.8532853783002
0.5050505050505051,7.617009479877823e+20,0.47714897156036656,0.40972733854892185,59.83142343170306
0.6060606060606061,9.140411375853388e+20,0.47257876587243985,0.41844525311044006,61.58870466633499
0.7070707070707071,1.0663813271828954e+21,0.4680085601845132,0.42632125127024545,63.15282486838191
0.8080808080808081,1.2187215167804515e+21,0.4634383544965865,0.43343663954063194,64.5473673803437
0.9090909090909091,1.371061706378008e+21,0.4588681488086598,0.4398648724085284,65.79254803490704
1.0101010101010102,1.5234018959755646e+21,0.45429794312073307,0.4456723106302602,66.90579714998967
1.1111111111111112,1.6757420855731211e+21,0.44972773743280636,0.4509189062954026,67.90222019760995
1.2121212121212122,1.8280822751706777e+21,0.4451575317448797,0.45565882173186545,68.79496675000973
1.3131313131313131,1.980422464768234e+21,0.44058732605695305,0.45994098864136923,69.5955291225963
1.4141414141414141,2.1327626543657908e+21,0.43601712036902635,0.4638096132374513,70.31398645158185
1.5151515151515151,2.2851028439633468e+21,0.43144691468109964,0.4673046326007076,70.95920593256966
1.6161616161616161,2.437443033560903e+21,0.426876708993173,0.4704621269623749,71.53901006999467
1.7171717171717171,2.58978322315846e+21,0.4223065033052462,0.4733146921723919,72.06031669576726
1.8181818181818181,2.742123412756016e+21,0.41773629761731956,0.47589177619704953,72.52925697477178
1.9191919191919191,2.8944636023535724e+21,0.41316609192939285,0.4782199831200057,72.95127546633296
2.0202020202020203,3.046803791951129e+21,0.4085958862414662,0.4803233477849671,73.33121544504809
2.121212121212121,3.199143981548686e+21,0.40402568055353943,0.4822235839152636,73.67339202511397
2.2222222222222223,3.3514841711462423e+21,0.3994554748656127,0.48394030827173684,73.98165512539265
2.323232323232323,3.5038243607437986e+21,0.39488526917768607,0.4854912431629962,74.25944391922405
2.4242424242424243,3.6561645503413554e+21,0.3903150634897594,0.4868923993986234,74.50983410535798
2.525252525252525,3.8085047399389116e+21,0.3857448578018327,0.4881582415740115,74.73557909378542
2.6262626262626263,3.960844929536468e+21,0.381174652113906,0.48930183739312727,74.93914600751935
2.727272727272727,4.113185119134024e+21,0.37660444642597934,0.49033499257070545,75.12274724716838
2.8282828282828283,4.2655253087315815e+21,0.3720342407380526,0.49126837270651424,75.28836824092667
2.9292929292929295,4.417865498329138e+21,0.3674640350501259,0.4921116133898399,75.43779190190719
3.0303030303030303,4.5702056879266936e+21,0.3628938293621992,0.49287341967083526,75.57262023260199
3.1313131313131315,4.722545877524251e+21,0.3583236236742725,0.49356165592560797,75.69429344887197
3.2323232323232323,4.874886067121806e+21,0.35375341798634585,0.4941834270427543,75.80410694026762
3.3333333333333335,5.027226256719363e+21,0.3491832122984191,0.49474515176945444,75.9032263373739
3.4343434343434343,5.17956644631692e+21,0.34461300661049243,0.49525262897430533,75.99270091842556
3.5353535353535355,5.331906635914477e+21,0.3400428009225658,0.49571109751094267,76.07347555523211
3.6363636363636362,5.484246825512032e+21,0.33547259523463907,0.49612529030044566,76.14640137134211
3.7373737373737375,5.63658701510959e+21,0.33090238954671236,0.4964994831908337,76.21224526245032
3.8383838383838382,5.788927204707145e+21,0.3263321838587857,0.49683753909804773,76.27169840958823
3.9393939393939394,5.941267394304702e+21,0.32176197817085905,0.49714294788409874,76.32538389903573
4.040404040404041,6.093607583902258e+21,0.31719177248293234,0.49741886238405764,76.37386354868613
4.141414141414141,6.245947773499815e+21,0.31262156679500563,0.49766813095380613,76.41764402838311
4.242424242424242,6.398287963097372e+21,0.30805136110707887,0.4978933268745488,76.45718235122251
4.343434343434343,6.550628152694928e+21,0.3034811554191522,0.49809677491763865,76.49289080369925
4.444444444444445,6.702968342292485e+21,0.2989109497312255,0.49828057534395437,76.5251413746746
4.545454545454546,6.855308531890042e+21,0.2943407440432988,0.4984466255855826,76.55426973625231
4.646464646464646,7.007648721487597e+21,0.28977053835537214,0.49859663983363134,76.58057882364284
4.747474747474747,7.159988911085153e+21,0.2852003326674455,0.4987321667343871,76.60434205583238
4.848484848484849,7.312329100682711e+21,0.2806301269795187,0.4988546053764986,76.62580623425538
4.94949494949495,7.464669290280268e+21,0.276059921291592,0.4989652197342277,76.64519415260577
5.05050505050505,7.617009479877823e+21,0.27148971560366536,0.4990651517158702,76.66270694734351
5.151515151515151,7.76934966947538e+21,0.26691950991573865,0.4991554329520498,76.67852621528482
5.252525252525253,7.921689859072936e+21,0.262349304227812,0.4992369954455794,76.69281592187008
5.353535353535354,8.074030048670493e+21,0.2577790985398853,0.49931068119283184,76.7057241212151
5.454545454545454,8.226370238268048e+21,0.25320889285195863,0.49937725087594453,76.71738450685132
5.555555555555555,8.378710427865605e+21,0.24863868716403192,0.4994373917155909,76.72791781009721
5.656565656565657,8.531050617463163e+21,0.24406848147610516,0.4994917245653844,76.73743306125846
5.757575757575758,8.683390807060719e+21,0.23949827578817848,0.4995408103211544,76.74602872729628
5.858585858585859,8.835730996658276e+21,0.2349280701002518,0.4995851557112576,76.75379373821471
5.959595959595959,8.988071186255831e+21,0.23035786441232514,0.49962521852770125,76.76080841317389
6.0606060606060606,9.140411375853387e+21,0.22578765872439846,0.4996614123520797,76.76714529622615
6.161616161616162,9.292751565450945e+21,0.22121745303647172,0.4996941108251136,76.77286991057565
6.262626262626263,9.445091755048502e+21,0.216647247348545,0.49972365150386494,76.77804143937243
6.363636363636363,9.597431944646056e+21,0.2120770416606184,0.49975033934644963,76.78271334024976
6.4646464646464645,9.749772134243612e+21,0.2075068359726917,0.49977444986022024,76.786933900098
6.565656565656566,9.90211232384117e+21,0.20293663028476494,0.4997962319459185,76.79074673592282
6.666666666666667,1.0054452513438727e+22,0.1983664245968383,0.49981591046715956,76.7941912470576
6.767676767676767,1.0206792703036283e+22,0.19379621890891158,0.49983368857177257,76.7973030234781
6.8686868686868685,1.035913289263384e+22,0.18922601322098487,0.4998497497889626,76.80011421450081
6.96969696969697,1.0511473082231398e+22,0.18465580753305816,0.4998642599239428,76.80265386172488
7.070707070707071,1.0663813271828954e+22,0.18008560184513148,0.4998773687695957,76.80494819969778
7.171717171717172,1.081615346142651e+22,0.1755153961572048,0.49988921165283473,76.80702092744508
7.2727272727272725,1.0968493651024065e+22,0.1709451904692781,0.4998999108316279,76.80889345369587
7.373737373737374,1.1120833840621623e+22,0.16637498478135138,0.4999095767571071,76.81058511835937
7.474747474747475,1.127317403021918e+22,0.16180477909342467,0.49991830921379166,76.81211339255867
7.575757575757576,1.1425514219816735e+22,0.157234573405498,0.49992619834969587,76.81349405930195
7.6767676767676765,1.157785440941429e+22,0.1526643677175714,0.49993332560695747,76.81474137666982
7.777777777777778,1.1730194599011848e+22,0.14809416202964465,0.4999397645625908,76.81586822521342
7.878787878787879,1.1882534788609404e+22,0.14352395634171794,0.4999455816880468,76.81688624109358
7.97979797979798,1.203487497820696e+22,0.13895375065379129,0.4999508370354196,76.81780593634323
8.080808080808081,1.2187215167804517e+22,0.13438354496586458,0.4999555848573838,76.8186368074987
8.181818181818182,1.2339555357402073e+22,0.12981333927793792,0.4999598741672628,76.81938743372791
8.282828282828282,1.249189554699963e+22,0.1252431335900112,0.49996374924500936,76.82006556547083
8.383838383838384,1.2644235736597188e+22,0.12067292790208448,0.4999672500943221,76.8206782045113
8.484848484848484,1.2796575926194744e+22,0.11610272221415772,0.4999704128556167,76.82123167630834
8.585858585858587,1.29489161157923e+22,0.11153251652623104,0.49997327017911536,76.82173169533718
8.686868686868687,1.3101256305389857e+22,0.10696231083830436,0.4999758515619058,76.82218342411454
8.787878787878787,1.325359649498741e+22,0.10239210515037775,0.4999781836524492,76.82259152652051
8.88888888888889,1.340593668458497e+22,0.097821899462451,0.4999802905256812,76.82296021596733
8.98989898989899,1.3558276874182525e+22,0.09325169377452432,0.4999821939315452,76.823293298914
9.090909090909092,1.3710617063780084e+22,0.08868148808659757,0.4999839135195242,76.82359421417618
