--- ATOX DEGRADATION & THERMAL RECESSION SIMULATION ---
Final Status,FAIL (Layer Eroded Away!)

--- SIMULATION PARAMETERS ---
Altitude [km],600
F10.7 Solar Index,200
Material Type,Kapton (3.0e-24)
Initial Thickness [mm],0.5
Initial Absorptivity,0.35
Emissivity,0.80

--- TELEMETRY DATA ---
Timeline [Years],Accumulated Fluence [atoms/cm2],Remaining Thickness [mm],Degraded Absorptivity,Equilibrium Temperature [C]
0.0,0.0,0.5,0.35,46.970348425545865
0.10101010101010101,4.6275351167339817e+20,0.4861173946497981,0.38981806511907285,55.71053593010333
0.20202020202020202,9.255070233467963e+20,0.47223478929959617,0.41906627483930087,61.712833458126795
0.30303030303030304,1.3882605350201946e+21,0.4583521839493942,0.44055043709782,65.92453820367149
0.40404040404040403,1.8510140466935927e+21,0.4444695785991923,0.4563315475440828,68.92110715747322
0.5050505050505051,2.313767558366991e+21,0.4305869732489903,0.46792350276767514,71.07307878298803
0.6060606060606061,2.776521070040389e+21,0.41670436789878834,0.4764383298049316,72.62846594382472
0.7070707070707071,3.2392745817137873e+21,0.4028217625485864,0.48269286392587396,73.757739788511
0.8080808080808081,3.7020280933871853e+21,0.38893915719838446,0.487287108400702,74.58027203459312
0.9090909090909091,4.164781605060584e+21,0.37505655184818254,0.4906617933710524,75.18076236903835
1.0101010101010102,4.627535116733982e+21,0.3611739464979806,0.493140655502031,75.61987995155823
1.1111111111111112,5.090288628407381e+21,0.3472913411477786,0.49496149434132625,75.94137865307039
1.2121212121212122,5.553042140080779e+21,0.3334087357975767,0.49629898465079214,76.17696968189136
1.3131313131313131,6.015795651754177e+21,0.31952613044737477,0.49728143311866846,76.34971901529025
1.4141414141414141,6.478549163427575e+21,0.3056435250971728,0.4980030869394112,76.47644839332565
1.5151515151515151,6.941302675100973e+21,0.2917609197469708,0.49853317503463557,76.5694492658775
1.6161616161616161,7.404056186774371e+21,0.27787831439676897,0.4989225492478967,76.63771547015085
1.7171717171717171,7.866809698447769e+21,0.263995709046567,0.49920856260929564,76.68783470250492
1.8181818181818181,8.329563210121168e+21,0.250113103696365,0.4994186526463672,76.72463587782619
1.9191919191919191,8.792316721794565e+21,0.2362304983461631,0.49957297349159224,76.75166064648488
2.0202020202020203,9.255070233467964e+21,0.22234789299596117,0.4996863292870546,76.77150760012796
2.121212121212121,9.717823745141361e+21,0.20846528764575922,0.49976959435954793,76.78608395408298
2.2222222222222223,1.0180577256814762e+22,0.19458268229555722,0.4998307564048501,76.79678979968622
2.323232323232323,1.0643330768488158e+22,0.18070007694535534,0.4998756827548012,76.80465311234076
2.4242424242424243,1.1106084280161557e+22,0.16681747159515337,0.49990868323589954,76.81042874137205
2.525252525252525,1.1568837791834956e+22,0.1529348662449514,0.49993292361496233,76.8146710257551
2.6262626262626263,1.2031591303508354e+22,0.13905226089474948,0.4999507292940782,76.81778708148738
2.727272727272727,1.249434481518175e+22,0.12516965554454756,0.49996380838859056,76.82007591546227
2.8282828282828283,1.295709832685515e+22,0.11128705019434561,0.49997341558818964,76.82175714122747
2.9292929292929295,1.3419851838528548e+22,0.09740444484414364,0.4999804725204604,76.8229920638442
3.0303030303030303,1.3882605350201946e+22,0.08352183949394167,0.49998565616347324,76.8238991632719
3.1313131313131315,1.4345358861875345e+22,0.06963923414373976,0.49998946378891906,76.82456546524571
3.2323232323232323,1.4808112373548741e+22,0.05575662879353786,0.49999226066584523,76.8250548924259
3.3333333333333335,1.527086588522214e+22,0.04187402344333589,0.49999431510125425,76.82541439800917
3.4343434343434343,1.5733619396895538e+22,0.02799141809313392,0.499995824179044,76.82567847077513
3.5353535353535355,1.6196372908568937e+22,0.01410881274293202,0.49999693266644896,76.82587244404965
3.6363636363636362,1.6659126420242336e+22,0.00022620739273004897,0.4999977469016962,76.82601492618227
3.7373737373737375,1.7121879931915734e+22,0.0,0.9,132.2249398028939
3.8383838383838382,1.758463344358913e+22,0.0,0.9,132.2249398028939
3.9393939393939394,1.8047386955262531e+22,0.0,0.9,132.2249398028939
4.040404040404041,1.8510140466935928e+22,0.0,0.9,132.2249398028939
4.141414141414141,1.8972893978609324e+22,0.0,0.9,132.2249398028939
4.242424242424242,1.9435647490282723e+22,0.0,0.9,132.2249398028939
4.343434343434343,1.989840100195612e+22,0.0,0.9,132.2249398028939
4.444444444444445,2.0361154513629524e+22,0.0,0.9,132.2249398028939
4.545454545454546,2.082390802530292e+22,0.0,0.9,132.2249398028939
4.646464646464646,2.1286661536976317e+22,0.0,0.9,132.2249398028939
4.747474747474747,2.1749415048649715e+22,0.0,0.9,132.2249398028939
4.848484848484849,2.2212168560323114e+22,0.0,0.9,132.2249398028939
4.94949494949495,2.2674922071996513e+22,0.0,0.9,132.2249398028939
5.05050505050505,2.313767558366991e+22,0.0,0.9,132.2249398028939
5.151515151515151,2.3600429095343306e+22,0.0,0.9,132.2249398028939
5.252525252525253,2.406318260701671e+22,0.0,0.9,132.2249398028939
5.353535353535354,2.4525936118690103e+22,0.0,0.9,132.2249398028939
5.454545454545454,2.49886896303635e+22,0.0,0.9,132.2249398028939
5.555555555555555,2.54514431420369e+22,0.0,0.9,132.2249398028939
5.656565656565657,2.59141966537103e+22,0.0,0.9,132.2249398028939
5.757575757575758,2.63769501653837e+22,0.0,0.9,132.2249398028939
5.858585858585859,2.6839703677057095e+22,0.0,0.9,132.2249398028939
5.959595959595959,2.7302457188730494e+22,0.0,0.9,132.2249398028939
6.0606060606060606,2.7765210700403893e+22,0.0,0.9,132.2249398028939
6.161616161616162,2.822796421207729e+22,0.0,0.9,132.2249398028939
6.262626262626263,2.869071772375069e+22,0.0,0.9,132.2249398028939
6.363636363636363,2.9153471235424084e+22,0.0,0.9,132.2249398028939
6.4646464646464645,2.9616224747097483e+22,0.0,0.9,132.2249398028939
6.565656565656566,3.0078978258770885e+22,0.0,0.9,132.2249398028939
6.666666666666667,3.054173177044428e+22,0.0,0.9,132.2249398028939
6.767676767676767,3.100448528211768e+22,0.0,0.9,132.2249398028939
