--- ATOX DEGRADATION & THERMAL RECESSION SIMULATION ---
Final Status,PASS (Layer Survived)

--- SIMULATION PARAMETERS ---
Altitude [km],400
F10.7 Solar Index,150
Material Type,Teflon/FEP (0.05e-24)
Initial Thickness [mm],0.2
Initial Absorptivity,0.35
Emissivity,0.80

--- TELEMETRY DATA ---
Timeline [Years],Accumulated Fluence [atoms/cm2],Remaining Thickness [mm],Degraded Absorptivity,Equilibrium Temperature [C]
0.0,0.0,0.2,0.35,46.970348425545865
0.10101010101010101,2.691392284704141e+21,0.19865430385764796,0.4750624731595029,72.37856074531828
0.20202020202020202,5.382784569408282e+21,0.19730860771529585,0.49585413170052994,76.09866436636361
0.30303030303030304,8.074176854112424e+21,0.19596291157294382,0.49931074865336533,76.70573593823275
0.40404040404040403,1.0765569138816564e+22,0.1946172154305917,0.4998854118402897,76.80635589265444
0.5050505050505051,1.3456961423520708e+22,0.19327151928823966,0.49998094969794415,76.82307556669139
0.6060606060606061,1.6148353708224848e+22,0.19192582314588758,0.4999968328838744,76.82585498319446
0.7070707070707071,1.883974599292899e+22,0.19058012700353552,0.4999994734663774,76.8263170552658
0.8080808080808081,2.1531138277633128e+22,0.18923443086118344,0.499999912463691,76.82639387465292
0.9090909090909091,2.422253056233727e+22,0.18788873471883138,0.49999998544707297,76.8264066458849
1.0101010101010102,2.6913922847041416e+22,0.1865430385764793,0.4999999975805733,76.82640876910432
1.1111111111111112,2.9605315131745556e+22,0.18519734243412722,0.49999999959776986,76.82640912208996
1.2121212121212122,3.2296707416449696e+22,0.18385164629177514,0.49999999993312916,76.82640918077391
1.3131313131313131,3.4988099701153836e+22,0.18250595014942309,0.49999999998888267,76.82640919053006
1.4141414141414141,3.767949198585798e+22,0.181160254007071,0.49999999999815176,76.82640919215203
1.5151515151515151,4.037088427056212e+22,0.17981455786471895,0.4999999999996927,76.82640919242169
1.6161616161616161,4.3062276555266255e+22,0.1784688617223669,0.49999999999994893,76.82640919246654
1.7171717171717171,4.575366883997041e+22,0.1771231655800148,0.4999999999999915,76.82640919247399
1.8181818181818181,4.844506112467454e+22,0.1757774694376627,0.49999999999999856,76.82640919247524
1.9191919191919191,5.113645340937868e+22,0.17443177329531068,0.4999999999999998,76.82640919247547
2.0202020202020203,5.382784569408283e+22,0.1730860771529586,0.5,76.82640919247547
2.121212121212121,5.651923797878697e+22,0.1717403810106065,0.5,76.82640919247547
2.2222222222222223,5.921063026349111e+22,0.17039468486825443,0.5,76.82640919247547
2.323232323232323,6.190202254819525e+22,0.16904898872590238,0.5,76.82640919247547
2.4242424242424243,6.459341483289939e+22,0.16770329258355032,0.5,76.82640919247547
2.525252525252525,6.728480711760353e+22,0.16635759644119824,0.5,76.82640919247547
2.6262626262626263,6.997619940230767e+22,0.1650119002988462,0.5,76.82640919247547
2.727272727272727,7.2667591687011815e+22,0.16366620415649408,0.5,76.82640919247547
2.8282828282828283,7.535898397171596e+22,0.16232050801414205,0.5,76.82640919247547
2.9292929292929295,7.80503762564201e+22,0.16097481187178994,0.5,76.82640919247547
3.0303030303030303,8.074176854112424e+22,0.1596291157294379,0.5,76.82640919247547
3.1313131313131315,8.343316082582839e+22,0.1582834195870858,0.5,76.82640919247547
3.2323232323232323,8.612455311053251e+22,0.15693772344473375,0.5,76.82640919247547
3.3333333333333335,8.881594539523666e+22,0.15559202730238167,0.5,76.82640919247547
3.4343434343434343,9.150733767994082e+22,0.15424633116002961,0.5,76.82640919247547
3.5353535353535355,9.419872996464495e+22,0.15290063501767753,0.5,76.82640919247547
3.6363636363636362,9.689012224934909e+22,0.15155493887532545,0.5,76.82640919247547
3.7373737373737375,9.958151453405324e+22,0.15020924273297337,0.5,76.82640919247547
3.8383838383838382,1.0227290681875736e+23,0.14886354659062132,0.5,76.82640919247547
3.9393939393939394,1.0496429910346151e+23,0.14751785044826926,0.5,76.82640919247547
4.040404040404041,1.0765569138816566e+23,0.14617215430591718,0.5,76.82640919247547
4.141414141414141,1.1034708367286978e+23,0.14482645816356512,0.5,76.82640919247547
4.242424242424242,1.1303847595757393e+23,0.14348076202121304,0.5,76.82640919247547
4.343434343434343,1.1572986824227809e+23,0.14213506587886096,0.5,76.82640919247547
4.444444444444445,1.1842126052698222e+23,0.1407893697365089,0.5,76.82640919247547
4.545454545454546,1.2111265281168638e+23,0.13944367359415683,0.5,76.82640919247547
4.646464646464646,1.238040450963905e+23,0.13809797745180474,0.5,76.82640919247547
4.747474747474747,1.2649543738109463e+23,0.1367522813094527,0.5,76.82640919247547
4.848484848484849,1.2918682966579878e+23,0.1354065851671006,0.5,76.82640919247547
4.94949494949495,1.3187822195050292e+23,0.13406088902474855,0.5,76.82640919247547
5.05050505050505,1.3456961423520705e+23,0.13271519288239647,0.5,76.82640919247547
5.151515151515151,1.372610065199112e+23,0.13136949674004442,0.5,76.82640919247547
5.252525252525253,1.3995239880461534e+23,0.13002380059769234,0.5,76.82640919247547
5.353535353535354,1.4264379108931951e+23,0.12867810445534025,0.5,76.82640919247547
5.454545454545454,1.4533518337402363e+23,0.1273324083129882,0.5,76.82640919247547
5.555555555555555,1.4802657565872777e+23,0.12598671217063612,0.5,76.82640919247547
5.656565656565657,1.5071796794343192e+23,0.12464101602828405,0.5,76.82640919247547
5.757575757575758,1.5340936022813605e+23,0.12329531988593198,0.5,76.82640919247547
5.858585858585859,1.561007525128402e+23,0.12194962374357991,0.5,76.82640919247547
5.959595959595959,1.5879214479754433e+23,0.12060392760122786,0.5,76.82640919247547
6.0606060606060606,1.6148353708224848e+23,0.11925823145887576,0.5,76.82640919247547
6.161616161616162,1.6417492936695263e+23,0.1179125353165237,0.5,76.82640919247547
6.262626262626263,1.6686632165165678e+23,0.11656683917417163,0.5,76.82640919247547
6.363636363636363,1.6955771393636087e+23,0.11522114303181957,0.5,76.82640919247547
6.4646464646464645,1.7224910622106502e+23,0.11387544688946749,0.5,76.82640919247547
6.565656565656566,1.7494049850576917e+23,0.11252975074711542,0.5,76.82640919247547
